"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 24 06:44:46 GMT 2023","Mon Apr 24 06:44:47 GMT 2023","1045","User Suite","User Favorites","user.UserFavoriteIT","user.UserFavoriteIT","removeProductFromUserFavorites","removeProductFromUserFavorites","Testing 'removeProductFromUserFavorites' endpoint, using default value"
"passed","Mon Apr 24 06:44:27 GMT 2023","Mon Apr 24 06:44:31 GMT 2023","4075","User Suite","User","user.UserIT","user.UserIT","addUser","addUser","Testing 'addUser' endpoint, using default values"
"passed","Mon Apr 24 06:44:38 GMT 2023","Mon Apr 24 06:44:39 GMT 2023","831","User Suite","User","user.UserIT","user.UserIT","getUserByEmail","getUserByEmail","Testing 'getUserByEmail' endpoint, using default value"
"passed","Mon Apr 24 06:44:31 GMT 2023","Mon Apr 24 06:44:38 GMT 2023","7268","User Suite","User","user.UserIT","user.UserIT","getAllUsers","getAllUsers","Testing 'getAllUsers' endpoint"
"passed","Mon Apr 24 06:44:40 GMT 2023","Mon Apr 24 06:44:41 GMT 2023","881","User Suite","User","user.UserIT","user.UserIT","deleteUserByEmail","deleteUserByEmail","Testing 'deleteUserByEmail' endpoint"
"passed","Mon Apr 24 06:44:44 GMT 2023","Mon Apr 24 06:44:46 GMT 2023","1343","User Suite","User Favorites","user.UserFavoriteIT","user.UserFavoriteIT","addProductsToUserFavorites","addProductsToUserFavorites","Testing 'addProductsToUserFavorites' endpoint, using default values"
"passed","Mon Apr 24 06:44:39 GMT 2023","Mon Apr 24 06:44:40 GMT 2023","965","User Suite","User","user.UserIT","user.UserIT","updateUserByEmail","updateUserByEmail","Testing 'updateUserByEmail' endpoint, using default values"
"passed","Mon Apr 24 06:44:43 GMT 2023","Mon Apr 24 06:44:44 GMT 2023","1192","User Suite","User Favorites","user.UserFavoriteIT","user.UserFavoriteIT","addProductToUserFavorites","addProductToUserFavorites","Testing 'addProductToUserFavorites' endpoint, using default value"
"passed","Mon Apr 24 06:44:47 GMT 2023","Mon Apr 24 06:44:48 GMT 2023","966","User Suite","User Favorites","user.UserFavoriteIT","user.UserFavoriteIT","getAllUsers","getAllUsers","Testing 'getAllUsers' endpoint"
