"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 24 08:02:26 GMT 2023","Mon Apr 24 08:02:27 GMT 2023","1049","User Suite","User Favorites","user.UserFavoriteIT","user.UserFavoriteIT","removeProductFromUserFavorites","removeProductFromUserFavorites","Testing 'removeProductFromUserFavorites' endpoint, using default value"
"passed","Mon Apr 24 08:02:25 GMT 2023","Mon Apr 24 08:02:26 GMT 2023","1369","User Suite","User Favorites","user.UserFavoriteIT","user.UserFavoriteIT","addProductsToUserFavorites","addProductsToUserFavorites","Testing 'addProductsToUserFavorites' endpoint, using default values"
"passed","Mon Apr 24 08:02:27 GMT 2023","Mon Apr 24 08:02:28 GMT 2023","1012","User Suite","User Favorites","user.UserFavoriteIT","user.UserFavoriteIT","getAllUsers","getAllUsers","Testing 'getAllUsers' endpoint"
"passed","Mon Apr 24 08:02:08 GMT 2023","Mon Apr 24 08:02:13 GMT 2023","4522","User Suite","User","user.UserIT","user.UserIT","addUser","addUser","Testing 'addUser' endpoint, using default values"
"passed","Mon Apr 24 08:02:20 GMT 2023","Mon Apr 24 08:02:21 GMT 2023","964","User Suite","User","user.UserIT","user.UserIT","updateUserByEmail","updateUserByEmail","Testing 'updateUserByEmail' endpoint, using default values"
"passed","Mon Apr 24 08:02:21 GMT 2023","Mon Apr 24 08:02:22 GMT 2023","873","User Suite","User","user.UserIT","user.UserIT","deleteUserByEmail","deleteUserByEmail","Testing 'deleteUserByEmail' endpoint"
"passed","Mon Apr 24 08:02:24 GMT 2023","Mon Apr 24 08:02:25 GMT 2023","1068","User Suite","User Favorites","user.UserFavoriteIT","user.UserFavoriteIT","addProductToUserFavorites","addProductToUserFavorites","Testing 'addProductToUserFavorites' endpoint, using default value"
"passed","Mon Apr 24 08:02:13 GMT 2023","Mon Apr 24 08:02:19 GMT 2023","6585","User Suite","User","user.UserIT","user.UserIT","getAllUsers","getAllUsers","Testing 'getAllUsers' endpoint"
"passed","Mon Apr 24 08:02:19 GMT 2023","Mon Apr 24 08:02:20 GMT 2023","823","User Suite","User","user.UserIT","user.UserIT","getUserByEmail","getUserByEmail","Testing 'getUserByEmail' endpoint, using default value"
